Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
23772,NOGAPC STICK,Smart TV box -Quad Core ARM Cortex A53 64bit -2Gb ram -8Gb rom -hdmi 2.0 -wifi dual band -card reader -usb -c/control remoto -Android 10 -4K UHD -Noganet Mini PC Stick (NOGAPC STICK),Editoras / Sintonizadoras y adaptadores p/TV,Noganet,Si,38.09,,"Mini PC Stick | Noganet

Noga PC Stick te brinda todas las posibilidades de Android en una minicomputadora de diseño ultra-small.

Navegá por Internet y disfrutá todas las posibilidades multimedia.

Además, podés mirar películas y videos online, utilizar mail, chatear, usar aplicaciones Office, redes sociales, jugar online y mucho más.

Posee Android 10.0, Wi-Fi Dual Band y resolución de video 4K Ultra HD.

Incluye Control Remoto.
 
- CPU H313 Quadcore ARM Cortex A53 64 bit
- GPU Multicore G31 4K Ultra HD 
- 2GB de Memoria RAM
- 8GB de Memoria ROM
- Interface Android 10.0
- Conector HDMI 2.0/AV que se conecta a Smart TV (incluye cable de extensión HDMI)
- Puerto USB-DC/Type-C para Alimentación desde Puerto USB del Smart TV (incluye cable) con opción de fuente externa NGA-520 (no incluída) 
- Receptor infrarojo IR con cable antena desmontable 2.5mm (incluído) para Control Remoto
- Entrada para Memoria micro SD
- Conectividad Inalámbrica Wi-Fi Dual Band de 5Ghz 
- Decodificador de hasta 4K60fps o 6K30fps (H.265 Main10@L5.1)
- Decodificador de hasta 4K30fps (VP9 Perfil 2)
- Decodificador de 10 bits de hasta 4K30fps (AVS2 JiZhun)
- Decodificador de hasta 4K30fps (H.264 BP/MP/HP@L4.2)
- Posibilita la instalación y uso de miles de aplicaciones de Android
- Permite navegar por internet, utilizando el navegador libre: mail, mapas, música, videos; etc.
- Reproducción de video en alta definición (1080p@60fps) adaptada para los distintos formatos de video: RM, RMVB, FLV, MP4, M4V, VOB, WMV, MKV
- Soporta formatos de audio: MP3, WMA, OGG, AAC, M4A, FLAC, WAV
- Visor de Fotos: soporta formatos de imagen HD/JPEG/BMP/GIF/PNG
- Control Remoto
- Medidas del producto: 10,5 x 3,4 x 1,5 cm."
24655,NOGAPC STICK+,Smart TV box -Quad Core ARM Cortex A53 64bit -4Gb ram -32Gb rom -hdmi 2.0/AV -wifi dual band -card reader -usb -c/control remoto -Android 10 -4K UHD -Noganet Mini PC Stick (NOGAPC STICK+),Editoras / Sintonizadoras y adaptadores p/TV,Noganet,Si,64.98,," ¡Noga PC Stick+ | Mini PC Android 12 Ultra Compacta! 

Convierte tu TV en un centro multimedia inteligente con la Noga PC Stick+, una Mini PC con Android 12 que te permite disfrutar de películas en 4K Ultra HD, juegos online, navegación web, redes sociales y mucho más. Su diseño compacto y potente hardware te garantizan un rendimiento fluido y una experiencia de entretenimiento sin límites.

 Características Destacadas:
 Procesador H618 Quad Core ARM Cortex A53 64-bit ? Rendimiento optimizado para multitarea y reproducción de contenido en alta calidad.
 GPU Multicore G31 4K Ultra HD ? Disfrutá de imágenes nítidas y colores vibrantes con decodificación hasta 4K60fps.
 4GB de RAM ? Mayor velocidad para ejecutar aplicaciones y garantizar una navegación fluida.
 32GB de Memoria Interna (ROM) ? Almacená tus aplicaciones, fotos, música y más.
 Sistema Operativo Android 12.0 ? Accedé a miles de aplicaciones desde Google Play Store.
 Wi-Fi 6 Dual Band (5 GHz) ? Conexión rápida y estable, ideal para streaming en alta resolución.
 Conector HDMI 2.0/AV ? Conexión directa a Smart TV (incluye cable de extensión para mayor comodidad).
 Entrada Micro SD ? Expandí el almacenamiento y guardá más contenido.
 Control Remoto BT con Control de Voz ? Navegá y controlá tus aplicaciones con comandos de voz intuitivos.
 Puerto USB-DC/Type-C ? Alimentación desde el puerto USB de la TV o desde una fuente externa.
 Compatibilidad Multimedia Completa ? Soporta una amplia gama de formatos de audio, video e imagen.
 Aplicaciones y Navegación ? Accedé a redes sociales, streaming, correo electrónico, mapas y más.
 Diseño Ultra Compacto y Portátil ? Medidas: 10,5 cm (Largo) x 3,4 cm (Ancho) x 1,5 cm (Alto) ? Ideal para llevar a cualquier lugar.

 Incluye:

 Mini PC Noga PC Stick+
 Control Remoto BT con Control de Voz
 Cable de Extensión HDMI
 Cable de Alimentación USB-DC/Type-C
 Manual de Usuario

 

 ¡Conectá, explorá y disfrutá con Noga PC Stick+! Transformá tu TV en un centro de entretenimiento inteligente con la potencia de Android 12. "
16142,NOGAPC PRO,Smart TV box -Quad Core Amlogic S905X 2.0 GHz -2Gb ram DDR3 -16gb -wifi -2x usb -hdmi 1.4a -microSD -control remoto -android -black -Noganet Pro (NOGAPC PRO),Editoras / Sintonizadoras y adaptadores p/TV,Noganet,Si,64.98,,"Smart TV Box 4K
Noga PC convierte un LCD, LED, o televisión de tubo en una computadora y Smart TV.
Podrás navegar fluidamente por Internet, usar aplicaciones Office, redes sociales, jugar online, reproducir archivos de Audio, ver Videos online, Fotos y mucho más.
Posee Interface estilo Android 6.0.1, Google TV para videos HD locales y Procesador Quad Core 4x.
A través de los Puertos USB conectá Mouse y Teclado.
Incluye Control Remoto.
Medidas: 9 x 9 cm.

Detalles
- CPU Quad Core AMLOGIC S905X 
- 2GB de Memoria RAM
- 16GB de Memoria interna, expandible a 60GB
- Interface Android 6.0.1
- Adaptador de Voltaje 5V 2A DC
- Salida HDMI Full HD 1080P
- Entrada a Red LAN para conectividad a Internet
- Salida de Audio/Video convencional
- Entrada para Memoria Externa micro SD
- 2 Puertos USB para conectividad de periféricos
- Conectividad Inalámbrica
- Permite navegación total por Internet a través de navegador libre: mail, mapas, música, videos; etc.
- Posibilita la instalación y uso de miles de aplicaciones de Android
- Permite utilizar el Sistema VOD en línea, Red de Video, Film TV Play
- Compatible con medios de almacenamiento como pendrives, discos externos y tarjetas de memoria
- Compatible con dispositivos de almacenamiento local a través de su reproductor de archivos multimedia
- Conexión a Internet inalámbrica WiFi y por cable
- Compatible con Hotpoint WiFi, utilizando las características del router inalámbrico
- Compatible con DLNA y redes cercanas, posibilitando el intercambio de archivos a través de la red local
- Permite reproducir Videos online y Audios MP3/WMR
- Visor de Fotos"
23607,NM-TVBOX3,Smart Tv Box 4K Android 10.0 - 1Gb / 8Gb -Netmak (NM-TVBOX3),Editoras / Sintonizadoras y adaptadores p/TV,Netmak,Si,42.28,,"NM-TVBOX3 | TV Box 4K Android 10.0 con 8GB RAM/1GB ROM

Se conecta a Internet por conexión inalámbrica WiFi o por cable para que puedas reproducir contenido multimedia (como vídeos, películas, y música), navegar por internet, bajar miles de aplicaciones y juegos, o revisar tus redes sociales y correo electrónico. 

ESPECIFICACIONES:

? Memoria RAM: 1GB.
? Memoria ROM: 8GB (Expandible a 32GB).
? Procesador: Allwinner H313 Quad Core ARM Cortex A53.
? Sistema operativo: Android 10.0
? Conexión WIFI 2.4/5.8 Ghz y Ethernet.
? Alimentación: 5V-2A
? Salida: Puerto HD.
? Entrada Red LAN RJ45
? 4 Puertos USB para conexión de periféricos.
? Puerto de salida de audio y video.
? Ranura para memoria SD.
? Incluye control remoto."
23608,NM-TVBOX4,Smart Tv Box 4K Android 10.0 - 2Gb / 16Gb -Netmak (NM-TVBOX4),Editoras / Sintonizadoras y adaptadores p/TV,Netmak,Si,48.33,,"NM-TVBOX4 | TV Box 4K Android 10.0 con 16GB RAM/2GB ROM

Se conecta a Internet por conexión inalámbrica WiFi o por cable para que puedas reproducir contenido multimedia (como vídeos, películas, y música), navegar por internet, bajar miles de aplicaciones y juegos, o revisar tus redes sociales y correo electrónico. 

ESPECIFICACIONES:

? Memoria RAM: 2GB.
? Memoria ROM: 16GB (Expandible a 32GB).
? Procesador: Allwinner H313 Quad Core ARM Cortex A53.
? Sistema operativo: Android 10.0
? Conexión WIFI 2.4/5.8 Ghz y Ethernet.
? Alimentación: 5V - 2A
? Salida: Puerto HD.
? Entrada Red LAN RJ45
? 4 Puertos USB para conexión de periféricos.
? Puerto de salida de audio y video.
? Ranura para memoria SD.
? Incluye control remoto."
18999,NG-SB01 CELESTE,Smartband Noganet Mcube MX 1003 -monitorea actividad fisica -sms -whatsapp -bluetooth -camara selfie -bat 80mAh -cyan (NG-SB01),Smartwatch y Smartband,Noganet,Si,6.97,,"Noga Smart Band
Noga Smart Band es un dispositivo de muñeca de última generación.
Descargando la App a tu Celular podrás sincronizar tu Noga Smart Band a través de Tecnología Bluetooth y recibir las notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal.
Gracias a su sensor de muñeca, Noga Smart Band te permite monitorear tu actividad física: informa valores de tu ritmo cardíaco, temperatura corporal, calorías, cantidad de pasos, distancia recorrida, e incluye monitoreo del sueño en tu momento de descanso.
Además con Noga Smart Band podrás chequear las notificaciones de tu Celular o Tablet (mensajes de WhatsApp; etc.). También te brindará la hora, alarma por sonido o vibración, y hasta podés tomar una foto en Modo Selfie.
Su diseño es un elegante y moderno reloj de muñeca ultra-liviano.

- Sensor MC3613
- Sensor HR HRS3300
- CPU: Mcube MX 1003
- Transmisión de datos vía Bluetooth de baja energía
- Memoria: 16KB + 512KB
- Funciona con Batería de Litio de 80 mAH
- Recarga por conector USB incorporado (ver Manual de Usuario)
- Tiempo de recarga: 2 horas"
19067,NG-SB01,Smartband Noganet Mcube MX 1003- monitorea actividad fisica -sms -whatsapp -bluetooth -camara selfie -bat 80mAh -black (NG-SB01),Smartwatch y Smartband,Noganet,Si,07.03,,"Noga Smart Band
Noga Smart Band es un dispositivo de muñeca de última generación.
Descargando la App a tu Celular podrás sincronizar tu Noga Smart Band a través de Tecnología Bluetooth y recibir las notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal.
Gracias a su sensor de muñeca, Noga Smart Band te permite monitorear tu actividad física: informa valores de tu ritmo cardíaco, temperatura corporal, calorías, cantidad de pasos, distancia recorrida, e incluye monitoreo del sueño en tu momento de descanso.
Además con Noga Smart Band podrás chequear las notificaciones de tu Celular o Tablet (mensajes de WhatsApp; etc.). También te brindará la hora, alarma por sonido o vibración, y hasta podés tomar una foto en Modo Selfie.
Su diseño es un elegante y moderno reloj de muñeca ultra-liviano.

- Sensor MC3613
- Sensor HR HRS3300
- CPU: Mcube MX 1003
- Transmisión de datos vía Bluetooth de baja energía
- Memoria: 16KB + 512KB
- Funciona con Batería de Litio de 80 mAH
- Recarga por conector USB incorporado (ver Manual de Usuario)
- Tiempo de recarga: 2 horas"
23439,NG-SWPRO02,"Smartwatch 1.3"" HD Amoled -gps -monitorea activdad física -sms -whatsapp -alarma -bluetooth 5.0 -bat. 300m/Ah -IP68 -aleación de Zinc+PVC -carga magnética -black -Noganet (NG-SWPRO 02)",Smartwatch y Smartband,Noganet,Si,72.02,,"Disfrutá de un Smartwatch de última generación con el nuevo NG-SWPRO 02 de Noga.

Posee Tecnología BT 5.0 compatible con Android e iOS.

Descargando la App ""Infowear"" desde Google Play y otros sitios a tu Celular, podrás sincronizarlo y recibir notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal, activar las notificaciones y mucho más.

Gracias a su sensor de muñeca, el NG-SWPRO 02 te permite monitorear tu actividad física: frecuencia cardíaca en tiempo real, temperatura corporal, cantidad de pasos, distancia recorrida, presión arterial, entre otras funciones.
A través de sus Notificaciones ""Push"" podrás recibir llamadas de tu Celular o Tablet (mensajes de WhatsApp; etc.) con el nombre o el número de la persona que llama. También te brinda hora, alarma y cronómetro.

También posee ""Modo Multideporte"" (medición de calorías y latidos por minuto por cada deporte).
Y además presenta Tecnología GPS: determina el posicionamiento del usuario y monitorea actividad física con mayor precisión durante 14 horas de uso.

Posee resistencia al agua (Waterproof IP68) te permitirá usarlo mientras nadas en una profundidad de 1,5 metros hasta 1 hora.
Su Monitoreo de sueño controlará la cantidad de horas dormidas.

Y su Pantalla Táctil 1.3"" HD ""AMOLED"" de visualización óptima es configurable y te permitirá colocar tu screen favorito: reloj clásico de agujas, reloj digital; etc. (OS Realista).

Por último su recarga es magnética a través de un Cargador Slim USB y con una larga autonomía de hasta 10 días.

Disponible en 3 colores: Negro, Blanco y Verde Petróleo. 
 
- CPU: Dialog 14695
- Sensor: STK 8321
- Memoria RAM: 64MB
- Memoria ROM: 128MB
- Tecnología: BT 5.0 compatible con Android e iOS
- Funciona descargando la App ""Infowear"" desde Google Play
- Notificaciones ""Push"": recibe llamadas de Celular o Tablet (mensajes de WhatsApp; etc.) con datos de la persona que llama. También brinda hora, alarma y cronómetro.
- Modo Multideporte: medición de calorías y latidos por minuto, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, etc.
- GPS Broadcom 47755: determina el posicionamiento del usuario y su recorrido durante 14 horas de uso 
- Waterproof IP68: resistencia al agua en profundidad de 1,5 metros hasta 1 hora
- Monitoreo de sueño: controlará cantidad de horas dormidas
- Pantalla Táctil 1.3"" HD ""AMOLED"" de visualización óptima, configurable y permite cambiar de screen (OS Realista: reloj clásico de agujas, reloj digital; etc.)
- Funciona con Batería de Polímero de Litio 300mAh
- Carga Magnética con Cargador Slim USB con 2 pines con duración de 3 horas aprox.
- Uso: de 7 a 10 días con un tiempo de reposo de 20 a 30 días
- Material: Aleación de Zinc + PVC
- Disponible en 3 colores: Negro, Blanco y Verde Petróleo"
23441,NG-SWPRO02 BL,"Smartwatch 1.3"" HD Amoled -gps -monitorea activdad física -sms -whatsapp -alarma -bluetooth 5.0 -bat. 300m/Ah -IP68 -aleación de Zinc+PVC -carga magnética -white -Noganet (NG-SWPRO 02 BL)",Smartwatch y Smartband,Noganet,Si,62.42,,"Disfrutá de un Smartwatch de última generación con el nuevo NG-SWPRO 02 de Noga.

Posee Tecnología BT 5.0 compatible con Android e iOS.

Descargando la App ""Infowear"" desde Google Play y otros sitios a tu Celular, podrás sincronizarlo y recibir notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal, activar las notificaciones y mucho más.

Gracias a su sensor de muñeca, el NG-SWPRO 02 te permite monitorear tu actividad física: frecuencia cardíaca en tiempo real, temperatura corporal, cantidad de pasos, distancia recorrida, presión arterial, entre otras funciones.
A través de sus Notificaciones ""Push"" podrás recibir llamadas de tu Celular o Tablet (mensajes de WhatsApp; etc.) con el nombre o el número de la persona que llama. También te brinda hora, alarma y cronómetro.

También posee ""Modo Multideporte"" (medición de calorías y latidos por minuto por cada deporte).
Y además presenta Tecnología GPS: determina el posicionamiento del usuario y monitorea actividad física con mayor precisión durante 14 horas de uso.

Posee resistencia al agua (Waterproof IP68) te permitirá usarlo mientras nadas en una profundidad de 1,5 metros hasta 1 hora.
Su Monitoreo de sueño controlará la cantidad de horas dormidas.

Y su Pantalla Táctil 1.3"" HD ""AMOLED"" de visualización óptima es configurable y te permitirá colocar tu screen favorito: reloj clásico de agujas, reloj digital; etc. (OS Realista).

Por último su recarga es magnética a través de un Cargador Slim USB y con una larga autonomía de hasta 10 días.

Disponible en 3 colores: Negro, Blanco y Verde Petróleo. 
 
- CPU: Dialog 14695
- Sensor: STK 8321
- Memoria RAM: 64MB
- Memoria ROM: 128MB
- Tecnología: BT 5.0 compatible con Android e iOS
- Funciona descargando la App ""Infowear"" desde Google Play
- Notificaciones ""Push"": recibe llamadas de Celular o Tablet (mensajes de WhatsApp; etc.) con datos de la persona que llama. También brinda hora, alarma y cronómetro.
- Modo Multideporte: medición de calorías y latidos por minuto, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, etc.
- GPS Broadcom 47755: determina el posicionamiento del usuario y su recorrido durante 14 horas de uso 
- Waterproof IP68: resistencia al agua en profundidad de 1,5 metros hasta 1 hora
- Monitoreo de sueño: controlará cantidad de horas dormidas
- Pantalla Táctil 1.3"" HD ""AMOLED"" de visualización óptima, configurable y permite cambiar de screen (OS Realista: reloj clásico de agujas, reloj digital; etc.)
- Funciona con Batería de Polímero de Litio 300mAh
- Carga Magnética con Cargador Slim USB con 2 pines con duración de 3 horas aprox.
- Uso: de 7 a 10 días con un tiempo de reposo de 20 a 30 días
- Material: Aleación de Zinc + PVC
- Disponible en 3 colores: Negro, Blanco y Verde Petróleo"
23011,NG-SW12,"Smartwatch 1.3"" IPS -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 400mAh -policarbonato + silicona -carga magnetica -black -Noganet (NG-SW12)",Smartwatch y Smartband,Noganet,Si,33.13,,"El Noga Watch NG-SW12 es un Smartwatch de Tecnología Superior compatible con Android e iOS.
Descargando la App ""Da Fit"" a tu Celular podrás sincronizar tu Noga Watch a través de Tecnología Bluetooth y recibir las notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal, activar las notificaciones y mucho más.

Gracias a su sensor de muñeca, Noga Watch te permite monitorear tu actividad física: monitoreo de la frecuencia cardíaca en tiempo real, temperatura corporal, calorías, cantidad de pasos, distancia recorrida, monitoreo de sueño, presion arterial, entre otras funciones.
También posee ""Modo Multideporte"" (medición de calorías y latidos por minuto por cada deporte). 

Además con Noga Watch posee notificaciones ""Push"": recibe llamadas de tu Celular o Tablet (mensajes de WhatsApp; etc.) con el nombre o el número de la persona que llama. También te brindará la hora y alarma.
Su diseño es un sobrio y clásico reloj de muñeca.
Construído en Policarbonato + Silicona.
Noga Watch con Control Saludable. Control, confort y elegancia.
 
Especificaciones:
-CPU: RTL 8762C
-Sensor: STK 8321
-Tecnología: BT 5.0
-Pantalla:1.3"" IPS
-Batería: Polímero de Litio 400mAh
-Uso: 7-10 días I Reposo: 20-30 días
-Memoria: 64MB Ram / 32MB Rom
-Material: Policarbonato + Silicona
-Carga: Magnética (2hs aprox.)"
23340,NM-POWER,"Smartwatch 1.38"" -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 210mAh -app fitpro -black -Netmak (NM-POWER)",Smartwatch y Smartband,Netmak,Si,20.45,,"CARACTERISTICAS

Pantalla táctil: 1.38 INCH.	
Resolución: 240 X 240px.
Conexión: BT 5.0
Carga magnética (Incluye cable)	
Capacidad batería: 210 MAH.
Compatible: Android/iOS.
Incluye manual de usuario en español.
Descargá la app ?FitPro? desde tu móvil y aprovechá al máximo el reloj.


FUNCIONES PRINCIPALES

Calorías
Asistente de voz
Control de música
KM recorridos
Presión arterial
Notificaciones
Monitoreo de sueño
Alarma


TODO LO QUE NECESITAS

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.



LIBERTAD TOTAL

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

RESISTENTE

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
23336,NM-ELITE,"Smartwatch 1.38"" -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 210mAh -app fitpro -malla metalica -black -Netmak (NM-ELITE)",Smartwatch y Smartband,Netmak,Si,24.58,,"CARACTERISTICAS

Pantalla táctil:1.38 INCH.	
Resolución:240 X 240
Conexión:BT 5.0
Material:Malla metálica	
Carga magnética (Incluye cable)	
Capacidad batería: 210 MAH.
Compatible: Android/iOS.
Incluye manual de usuario en español.
App compatible: ?FitPro?. 


FUNCIONES PRINCIPALES

Calorías
Asistente de voz
Control de música
KM recorridos
Presión arterial
Notificaciones
Monitoreo de sueño
Alarma


TODO LO QUE NECESITAS

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.



LIBERTAD TOTAL

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 



RESISTENTE

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
23706,NM-ENERGY,"Smartwatch 1.43"" Amoled Full Touch -monitorea actividad fisica y sueño -sms -whatsapp -alarma -bluetooth 5.3 -bat. 300mAh -IP68 -carga magnetica -black -Netmak (NM-ENERGY)",Smartwatch y Smartband,Netmak,Si,28.82,,"NM-ENERGY | SMARTWATCH BT5.3 AMOLED
Color Negro

CARACTERISTICAS:
? Pantalla Full Touch Amoled 1.43?
? Resolución: 466 x 466px.
? Conexión: BT 5.3
? Sumergible IP68: Hasta 1,5m por 30 min.
? Carga magnética (Incluye cable)
? Capacidad batería: 300 MAH.
? Compatible: Android/iOS.
? App compatible: ?Da Fit? 
? Incluye manual de usuario en español.

FUNCIONES PRINCIPALES:
? Calorías
? Asistente de voz
? Control de música
? KM recorridos
? Presión arterial
? Notificaciones
? Monitoreo de sueño
? Alarma

La tecnología AMOLED ofrece una calidad de imagen superior una nitidez excepcional y colores mas vivos.

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. 

Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
23707,NM-ENERGY-B,"Smartwatch 1.43"" Amoled Full Touch -monitorea actividad fisica y sueño -sms -whatsapp -alarma -bluetooth 5.3 -bat. 300mAh -IP68 -carga magnetica -blue -Netmak (NM-ENERGY-B)",Smartwatch y Smartband,Netmak,Si,28.82,,"NM-ENERGY | SMARTWATCH BT5.3 AMOLED
Color Azul

CARACTERISTICAS:
? Pantalla Full Touch Amoled 1.43?
? Resolución: 466 x 466px.
? Conexión: BT 5.3
? Sumergible IP68: Hasta 1,5m por 30 min.
? Carga magnética (Incluye cable)
? Capacidad batería: 300 MAH.
? Compatible: Android/iOS.
? App compatible: ?Da Fit? 
? Incluye manual de usuario en español.

FUNCIONES PRINCIPALES:
? Calorías
? Asistente de voz
? Control de música
? KM recorridos
? Presión arterial
? Notificaciones
? Monitoreo de sueño
? Alarma

La tecnología AMOLED ofrece una calidad de imagen superior una nitidez excepcional y colores mas vivos.

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. 

Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
23708,NM-ENERGY-P,"Smartwatch 1.43"" Amoled Full Touch -monitorea actividad fisica y sueño -sms -whatsapp -alarma -bluetooth 5.3 -bat. 300mAh -IP68 -carga magnetica -pink -Netmak (NM-ENERGY-P)",Smartwatch y Smartband,Netmak,Si,28.82,,"NM-ENERGY | SMARTWATCH BT5.3 AMOLED
Color Rosado

CARACTERISTICAS:
? Pantalla Full Touch Amoled 1.43?
? Resolución: 466 x 466px.
? Conexión: BT 5.3
? Sumergible IP68: Hasta 1,5m por 30 min.
? Carga magnética (Incluye cable)
? Capacidad batería: 300 MAH.
? Compatible: Android/iOS.
? App compatible: ?Da Fit? 
? Incluye manual de usuario en español.

FUNCIONES PRINCIPALES:
? Calorías
? Asistente de voz
? Control de música
? KM recorridos
? Presión arterial
? Notificaciones
? Monitoreo de sueño
? Alarma

La tecnología AMOLED ofrece una calidad de imagen superior una nitidez excepcional y colores mas vivos.

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. 

Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
24053,KVR-713 630717,"Smartwatch 1.46"" full touch -monitorea actividad fisica -alarma -bluetooth 5.3 -bat. recargable 230mAh -IP68 -app Da Fit -black -Kolke (KVR-713 630717)",Smartwatch y Smartband,Kolke,Si,18.01,"Smartwatch 1.46"" full touch negro Kolke KVR-713","
Especificaciones: 

· Pantalla full touch TFT de 1,46? (360 x 360).

· Batería recargable de 3.8V ~ 230mAh.

· Autonomía: 3-5 días de uso (según uso real)  / 10-20 días en Stand by.

· Conexión inalámbrica V5.3 BLE + Básico 3.0.

· Carcasa de aleación de zinc y plástico, correa de silicona.

· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos frecuentes.

· Gestión de la salud: control de frecuencia cardíaca, entrenamiento de respiración, monitoreo del sueño, recordatorio de sedentarismo, beber agua.

· Registro de ejercicio: pasos, calorías, etc.

· Mensaje push: notificaciones de aplicaciones.

· Otras funciones: calculadora, cronómetro, despertador, control de cámara, información meteorológica, control y reproducción de música, encontrar teléfono, encontrar reloj, juegos, etc.

· Resistente al agua IP68.

· Aplicación Da Fit con soporte multilingüe (compatible Android 5.0 o superior, iOS 9.0 o superior).

· SRAM: 640KB / FLASH: 64MB.

· Chipset JL7012.

· Modo de carga: cable magnético.

· Peso del reloj: 20g (correa no incluida)

· Disponible en color: Negro, Azul."
24054,KVR-713 630718,"Smartwatch 1.46"" full touch -monitorea actividad fisica -alarma -bluetooth 5.3 -bat. recargable 230mAh -IP68 -app Da Fit -blue -Kolke (KVR-713 630718)",Smartwatch y Smartband,Kolke,Si,18.01,"Smartwatch 1.46"" full touch azul Kolke KVR-713","Especificaciones:

· Pantalla full touch TFT de 1,46? (360 x 360).

· Batería recargable de 3.8V ~ 230mAh.

· Autonomía: 3-5 días de uso (según uso real) / 10-20 días en Stand by.

· Conexión inalámbrica V5.3 BLE + Básico 3.0.

· Carcasa de aleación de zinc y plástico, correa de silicona.

· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos frecuentes.

· Gestión de la salud: control de frecuencia cardíaca, entrenamiento de respiración, monitoreo del sueño, recordatorio de sedentarismo, beber agua.

· Registro de ejercicio: pasos, calorías, etc.

· Mensaje push: notificaciones de aplicaciones.

· Otras funciones: calculadora, cronómetro, despertador, control de cámara, información meteorológica, control y reproducción de música, encontrar teléfono, encontrar reloj, juegos, etc.

· Resistente al agua IP68.

· Aplicación Da Fit con soporte multilingüe (compatible Android 5.0 o superior, iOS 9.0 o superior).

· SRAM: 640KB / FLASH: 64MB.

· Chipset JL7012.

· Modo de carga: cable magnético.

· Peso del reloj: 20g (correa no incluida)

· Disponible en color: Negro, Azul. "
