Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Categoria,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
22947,NM-HC34,Soporte universal p/smartphone p/bici -resistente a golpes -giro 360grad. -black -Netmak (NM-HC34),Soportes Smartphone/Tablet/Gps,Netmak,Si,3.12,1,6.24,3.12,100.0
22557,NS-SWH5,Splitter HDMI 2.0 + HDCP 2.0 -5 ports -4K -3D -HDR - CEC -c/control remoto -Nisuta (NS-SWH5),Conectividad Print Server-Kvm-Data Switch-Splitter,Nisuta,Si,32.74,4,39.29,6.55,20.0
24395,TEG1110PF-8-102W,Switch 10 ports 10/100/1000 -fiber optical -PoE -carcasa metalica -Tenda (TEG1110PF-8-102W),Conectividad Switchs,Tenda,Si,67.40,4,80.88,13.48,20.0
5549,TL-SG1016,Switch 16 ports 10/100/1000 -rackeable -TP-Link (TL-SG1016),Conectividad Switchs,TP-Link,Si,69.37,4,83.24,13.87,20.0
17144,TL-SG1016D,Switch 16 ports 10/100/1000 -rackeable -TP-Link Desktop (TL-SG1016D),Conectividad Switchs,TP-Link,Si,62.19,4,74.63,12.44,20.0
24598,DS1016G,Switch 16 ports Gigabit 10/100/1000Mbps RJ45 -rackeable -unmanaged -carcasa metalica -Omada by Tp-Link (DS1016G),Conectividad Switchs,Omada by Tp-Link,Si,68.52,4,82.22,13.70,20.0
24396,TEF1126P-24-250W,Switch 24 ports 10/100 + 2 ports 10/100/1000 + 1 port SFP 1000 -fiber optical -PoE -carcasa metalica -Tenda (TEF1126P-24-250W),Conectividad Switchs,Tenda,Si,152.81,4,183.37,30.56,20.0
24397,TEG5328P-24-410W,Switch 24 ports 10/100/1000 + 4 ports SFP 1000 + 1 console port -PoE -carcasa metalica -Tenda L3 Managed (TEG5328P-24-410W),Conectividad Switchs,Tenda,Si,390.95,4,469.14,78.19,20.0
5548,TL-SG1024,Switch 24 ports 10/100/1000 -rackeable -TP-Link (TL-SG1024),Conectividad Switchs,TP-Link,Si,101.98,4,122.38,20.40,20.0
22392,TL-SF1024D,Switch 24 ports 10/100Mbps -gigabit no gestionable -auto-MDI/MDIX -rackeable -TP-Link (TL-SF1024D),Conectividad Switchs,TP-Link,Si,48.43,4,58.12,9.69,20.0
24599,DS1024G,Switch 24 ports Gigabit 10/100/1000Mbps RJ45 -rackeable -unmanaged -carcasa metalica -Omada by Tp-Link (DS1024G),Conectividad Switchs,Omada by Tp-Link,Si,97.90,4,117.48,19.58,20.0
13264,TL-SG1048,Switch 48 ports 10/100/1000 Mbps -jetstream -TP-Link (TL-SG1048),Conectividad Switchs,TP-Link,Si,246.07,4,295.28,49.21,20.0
3217,TL-SF1005D,Switch 5 ports 10/100 -TP-Link (TL-SF1005D),Conectividad Switchs,TP-Link,Si,8.33,2,13.83,5.50,66.0
23454,S105,Switch 5 ports 10/100 -carcasa plástica -white -Tenda (S105),Conectividad Switchs,Tenda,Si,6.15,1,12.30,6.15,100.0
12189,TL-SG1005D,Switch 5 ports 10/100/1000 -TP-Link (TL-SG1005D),Conectividad Switchs,TP-Link,Si,14.69,3,20.57,5.88,40.0
24602,DS105G,Switch 5 ports Gigabit 10/100/1000Mbps RJ45 -desktop -unmanaged -carcasa metalica -Omada by Tp-Link (DS105G),Conectividad Switchs,Omada by Tp-Link,Si,14.67,3,20.54,5.87,40.0
3218,TL-SF1008D,Switch 8 ports 10/100 -TP-Link (TL-SF1008D),Conectividad Switchs,TP-Link,Si,11.02,2,18.29,7.27,66.0
23455,S108,Switch 8 ports 10/100 -carcasa plástica -white -Tenda (S108),Conectividad Switchs,Tenda,Si,7.85,2,13.03,5.18,66.0
23457,SG108M,Switch 8 ports 10/100/1000 -carcasa plástica -black -Tenda (SG108M),Conectividad Switchs,Tenda,Si,14.46,3,20.24,5.78,40.0
5835,TL-SG1008D,Switch 8 ports 10/100/1000Mbps -TP-Link (TL-SG1008D),Conectividad Switchs,TP-Link,Si,19.64,3,27.50,7.86,40.0
24600,DS108G,Switch 8 ports Gigabit 10/100/1000Mbps RJ45 -desktop -unmanaged -carcasa metalica -Omada by Tp-Link (DS108G),Conectividad Switchs,Omada by Tp-Link,Si,22.84,3,31.98,9.14,40.0
23339,NM-KVM4,Switch KVM 4 puertos -4 usb tipo-B -3 usb tipo-A -4 vga -black -Netmak (NM-KVM4),Conectividad Print Server-Kvm-Data Switch-Splitter,Netmak,Si,15.13,3,21.18,6.05,40.0
23647,NM-XPLORER-PRO,"Tablet 10"" IPS -4/64GB -Android 14 -CPU RK3562 Quad-core 1.8Ghz -batería 6000Mah -Incluye Film protector -Netmak (NM-XPLORER-PRO)",Tablets / e-Readers,Netmak,Si,122.51,4,147.01,24.50,20.0
24497,NM-VISION,"Tablet 10"" IPS -4/64GB -Android 15 -CPU Unisoc T310 Quad core 2.0Ghz -batería 6000Mah -ranura SIM 4G Lte -incluye film protector y funda plegable -black -Netmak (NM-VISION)",Tablets / e-Readers,Netmak,Si,146.04,4,175.25,29.21,20.0
23646,NM-HORIZON-PRO,"Tablet 7"" -4/64GB -Android 14 -CPU A523 Octa-core 2.0 Ghz -batería 3500Mah -Incluye Film protector -Netmak (NM-HORIZON-PRO)",Tablets / e-Readers,Netmak,Si,95.35,4,114.42,19.07,20.0
23645,NM-TABKID,"Tablet 7"" KIDS -2/32GB -Android 13 -App iWawa con juegos, contenido educativo, control parental, etc. -Incluye Film y funda protectora -Netmak (NM-TABKID)",Tablets / e-Readers,Netmak,Si,63.87,4,76.64,12.77,20.0
24040,TABGRAF41,Tableta grafica c/lapiz optico -area 300x188 mm -8192 niveles de presion -330PPS -usb -black -Gadnic Magic-Draw (TABGRAF41),Tableta Digitalizadora,Gadnic,Si,63.94,4,76.73,12.79,20.0
23755,SPT6602B,Teclado Español + Mouse -Wireless 2.4ghz 1000dpi -Sensor Nano -black Philips C602 (SPT6602B),Teclado y Mouse Kit Bluetooth/Inalambricos,Philips,Si,14.23,3,19.92,5.69,40.0
19967,31330001414,Teclado espanol + mouse -usb -teclas concavas -1000dpi -cable 1.5mts -black -Genius KM-160 (31330001414),Teclado y Mouse Kit C/Cable,Genius,Si,9.78,2,16.23,6.45,66.0
23308,31330006402,Teclado espanol + mouse -usb -teclas concavas -1000dpi -cable 1.5mts -black -Genius KM-170 (31330006402),Teclado y Mouse Kit C/Cable,Genius,Si,9.90,2,16.43,6.53,66.0
10897,920-004422,Teclado espanol -usb -black -Logitech K120 (920-004422),Teclados C/Cable,Logitech,Si,8.50,2,14.11,5.61,66.0
23197,31310048401,Teclado espanol -usb -cable 1.6mts -keycaps antipolvo -ergonomico -black -Genius Slimstar 230 II (31310048401),Teclados C/Cable,Genius,Si,7.53,2,12.50,4.97,66.0
11950,98109,Teclado espanol -usb -multimedia -black -Verbatim Bravo (98109),Teclados C/Cable,Verbatim,Si,8.95,2,14.86,5.91,66.0
20420,31310017401,Teclado espanol -usb -multimedia -teclas concavas -black -Genius Slimstar 126 (331310017401),Teclados C/Cable,Genius,Si,6.88,2,11.42,4.54,66.0
23160,920-004426,Teclado espanol -wireless -Logitech K270 Graphite (920-004426),Teclados Bluetooth/Inalambricos,Logitech,Si,16.73,3,23.42,6.69,40.0
19083,KET-1107 625538,Teclado espanol -wireless 2.4gHz -multidispositivo (ideal smart tv) -nano receptor -touchpad -gamepad  -retroiluminado -bat 600mA -diseño mini -black -Kolke (KET-1107 625538),Teclados P/ SmartTV/Multidispositivo,Kolke,Si,6.32,1,12.64,6.32,100.0
23295,31310053401,Teclado español  -usb -cable 1.5mts -diseño de onda dividida -keycaps antipolvo -Ai Copilot key -ergonomico c/palm rest -black -Genius Ergo KB-700 (31310053401),Teclados C/Cable,Genius,Si,15.75,3,22.05,6.30,40.0
23353,NM-KB620,Teclado español + mouse -800/1200/1600dpi -wireless 2.4GHz -black -Netmak (NM-KB620),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,13.55,2,22.49,8.94,66.0
23405,NM-KB850,Teclado español + mouse -Wireless -3 pilas AAA (no incluidas) -1200dpi -teclas redondas -compacto s/teclado numerico -receptor nano usb -black -Netmak (NM-KB850),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,12.49,2,20.73,8.24,66.0
23406,NM-KB850-P,Teclado español + mouse -Wireless -3 pilas AAA (no incluidas) -1200dpi -teclas redondas -compacto s/teclado numerico -receptor nano usb -pink -Netmak (NM-KB850-P),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,12.49,2,20.73,8.24,66.0
23407,NM-KB850-W,Teclado español + mouse -Wireless -3 pilas AAA (no incluidas) -1200dpi -teclas redondas -compacto s/teclado numerico -receptor nano usb -white -Netmak (NM-KB850-W),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,12.49,2,20.73,8.24,66.0
17886,920-008659,Teclado español + mouse -multidispositivo -wireless -teclas concavas -ergonomico -Logitech MK850 Performance (920-008659),Teclado y Mouse Kit Bluetooth/Inalambricos,Logitech,Si,69.21,4,83.05,13.84,20.0
22801,31330007401,Teclado español + mouse -usb -multimedia -black -Genius SlimStar C126 (31330007401),Teclado y Mouse Kit C/Cable,Genius,Si,10.85,2,18.01,7.16,66.0
23692,31330009401,Teclado español + mouse -usb -resistente a salpicaduras -1200 dpi -cable 1.5mts -black -Genius KM-100SE (31330009401),Teclado y Mouse Kit C/Cable,Genius,Si,8.95,2,14.86,5.91,66.0
13717,920-004428,Teclado español + mouse -usb -resistente a salpicaduras -black -Logitech MK120 (920-004428),Teclado y Mouse Kit C/Cable,Logitech,Si,11.04,2,18.33,7.29,66.0
23778,S5550,Teclado español + mouse -wireless -1000dpi -nano usb 2.4GHz -2 pilas AA (no incluidas) -black -Noganet (S5550),Teclado y Mouse Kit Bluetooth/Inalambricos,Noganet,Si,8.83,2,14.66,5.83,66.0
20271,70708,Teclado español + mouse -wireless -1000dpi -receptor nano usb -black -Verbatim (70708),Teclado y Mouse Kit Bluetooth/Inalambricos,Verbatim,Si,14.22,3,19.91,5.69,40.0
23247,31340014401,Teclado español + mouse -wireless -1000dpi -receptor nano usb 2.4Ghz -black -Genius KM-8101 (31340014401),Teclado y Mouse Kit Bluetooth/Inalambricos,Genius,Si,14.35,3,20.09,5.74,40.0
15184,920-007901,Teclado español + mouse -wireless -black -Logitech MK235 (920-007901),Teclado y Mouse Kit Bluetooth/Inalambricos,Logitech,Si,20.83,3,29.16,8.33,40.0
20833,920-009792,Teclado español + mouse -wireless -receptor nano usb -black -Logitech MK295 SilentTouch (920-009792),Teclado y Mouse Kit Bluetooth/Inalambricos,Logitech,Si,21.61,3,30.25,8.64,40.0
10971,920-004432,Teclado español + mouse -wireless -receptor unifying usb -black -Logitech Desktop MK270 (920-004432),Teclado y Mouse Kit Bluetooth/Inalambricos,Logitech,Si,21.32,3,29.85,8.53,40.0
13718,920-004430,Teclado español + mouse -wireless -receptor usb -cifrado aes 128bits -black -Logitech MK220 (920-004430),Teclado y Mouse Kit Bluetooth/Inalambricos,Logitech,Si,20.58,3,28.81,8.23,40.0
23249,31340017401,Teclado español + mouse -wireless -silent mode design -1200dpi -receptor nano usb 2.4Ghz -black -Genius KM-8206S (31340017401),Teclado y Mouse Kit Bluetooth/Inalambricos,Genius,Si,15.37,3,21.52,6.15,40.0
23211,NM-KB770,Teclado español + mouse -wireless 2.4GHz -1000dpi -black -Netmak (NM-KB770),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,10.80,2,17.93,7.13,66.0
23360,NM-VORTEX,Teclado español + mouse 1000dpi -gamer -usb -teclas redondas -retroiluminacion led -Netmak (NM-VORTEX),Teclado y Mouse Kit C/Cable,Netmak,Si,9.47,2,15.72,6.25,66.0
23602,NM-KB760,Teclado español + mouse 1200dpi -wireless 2.4GHz -ergonómico -black -Netmak (NM-KB760),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,10.76,2,17.86,7.10,66.0
23598,NM-KB340,Teclado español + mouse 1600dpi -usb -ergonómico -104 teclas -Netmak (NM-KB340),Teclado y Mouse Kit C/Cable,Netmak,Si,6.66,2,11.06,4.40,66.0
23792,NM-KB258,Teclado español + mouse 1600dpi -usb -teclas redondas -black -Netmak (NM-KB258),Teclado y Mouse Kit C/Cable,Netmak,Si,8.83,2,14.66,5.83,66.0
23804,NM-KB258-W,Teclado español + mouse 1600dpi -usb -teclas redondas -white -Netmak (NM-KB258-W),Teclado y Mouse Kit C/Cable,Netmak,Si,8.83,2,14.66,5.83,66.0
23603,NM-KB875,Teclado español + mouse 800/1200/1600dpi -wireless 2.4GHz -compacto -multimedia -black/grey -Netmak (NM-KB875),Teclado y Mouse Kit Bluetooth/Inalambricos,Netmak,Si,13.50,2,22.41,8.91,66.0
15011,920-007123,Teclado español + multitouchpad -wireless -receptor usb -black -Logitech K400 Plus (920-007123),Teclados P/ SmartTV/Multidispositivo,Logitech,Si,24.32,3,34.05,9.73,40.0
23120,31300012401,Teclado español -compacto -usb -black -Genius LuxeMate 110 (31300012401),Teclados C/Cable,Genius,Si,7.38,2,12.25,4.87,66.0
23241,31310020401,Teclado español -compacto -usb -teclas redondas -black -Genius SlimStar Q200 (31310020401),Teclados C/Cable,Genius,Si,8.38,2,13.91,5.53,66.0
23240,31310019401,Teclado español -compacto -usb -teclas tipo chocolate -black -Genius SlimStar M200 (31310019401),Teclados C/Cable,Genius,Si,7.23,2,12.00,4.77,66.0
23239,31310016401,Teclado español -compacto -usb -water resistant -black -Genius KB-117 (31310016401),Teclados C/Cable,Genius,Si,6.10,1,12.20,6.10,100.0
23564,920-010476,Teclado español -compacto -wireless -bt -usb -multidispositivo -retroiluminado -bat. recargable 1500mAh -ergonómico -silencioso -teclas esféricas cóncavas -graphite -Logitech MX Keys Mini (920-010476),Teclados Bluetooth/Inalambricos,Logitech,Si,82.36,4,98.83,16.47,20.0
23562,920-011783,Teclado español -compacto -wireless -usb -multidispositivo -teclas redondas -silencioso -black -Logitech Pebble Keys 2 K380S (920-011783),Teclados Bluetooth/Inalambricos,Logitech,Si,29.84,3,41.78,11.94,40.0
23717,920-011784,Teclado español -compacto -wireless -usb -multidispositivo -teclas redondas -silencioso -white -Logitech Pebble Keys 2 K380S (920-011784),Teclados Bluetooth/Inalambricos,Logitech,Si,27.08,3,37.91,10.83,40.0
23515,NM-X408,Teclado español -gamer -usb -multimedia -retroiluminación led -black -Netmak (NM-X408),Teclados C/Cable,Netmak,Si,6.77,2,11.24,4.47,66.0
23522,NM-X402,Teclado español -gamer -usb -multimedia -retroiluminación rgb -black -Netmak (NM-X402),Teclados C/Cable,Netmak,Si,7.97,2,13.23,5.26,66.0
23432,NKB-T100,Teclado español -gamer -usb 2.0 -multimedia -retroiluminación RGB -white -Noganet Stormer (NKB-T100),Teclados C/Cable,Noganet,Si,5.64,1,11.28,5.64,100.0
23561,920-012535,Teclado español -gamer -wireless -bt -usb -bat. recargable -retroiluminación RGB -ergonómico -white -Logitech G515 Lightspeed TKL (920-012535),Teclados Bluetooth/Inalambricos,Logitech,Si,101.64,4,121.97,20.33,20.0
20506,31310051401,Teclado español -usb -black -Genius KB-118 II (31310051401),Teclados C/Cable,Genius,Si,6.85,2,11.37,4.52,66.0
13128,NM-KB586U,Teclado español -usb -black -Netmak (NM-KB586U),Teclados C/Cable,Netmak,Si,3.66,1,7.32,3.66,100.0
23954,KET-701 630684,Teclado español -usb -cable 1.35mts -105 teclas + 9 teclas multimedia -black -Kolke (KET-701 630684),Teclados C/Cable,Kolke,Si,4.71,1,9.42,4.71,100.0
23691,31310050401,Teclado español -usb -cable 1.5mts -12 funciones multimedia -resistente a derrames -Ai Copilot Key -tecla de suspensión -c/reposa muñecas -black -Genius KB-100XP (31310050401),Teclados C/Cable,Genius,Si,7.54,2,12.52,4.98,66.0
24018,31300018401,Teclado español -usb -cable 1.5mts -12 funciones multimedia -resistente a salpicaduras -black -Genius KB-113 (31300018401),Teclados C/Cable,Genius,Si,6.09,1,12.18,6.09,100.0
24540,31300017401,Teclado español -usb -cable 1.5mts -silenciso -teclas tipo chocolate -black -Genius KB-117S (31300017401),Teclados C/Cable,Genius,Si,6.25,1,12.50,6.25,100.0
19235,NKB-78011,Teclado español -usb -cable 1.5mts -teclas resistentes -black -Noganet (NKB-78011),Teclados C/Cable,Noganet,Si,3.06,1,6.12,3.06,100.0
23296,31310055401,Teclado español -usb -cable 1.8mts -retroiluminado -Ai Copilot key -black -Genius SlimStar 820 (31310055401),Teclados C/Cable,Genius,Si,8.38,2,13.91,5.53,66.0
23601,NM-KB592U,Teclado español -usb -ergonómico -104 teclas -black -Netmak (NM-KB592U),Teclados C/Cable,Netmak,Si,3.68,1,7.36,3.68,100.0
23567,920-012278,Teclado español -wireless -bt -usb -multidispositivo -bat 2x AAA -reposamanos acolchado -ergonómico -diseño ondulado -graphite -Logitech Wave Keys (920-012278),Teclados Bluetooth/Inalambricos,Logitech,Si,43.87,4,52.64,8.77,20.0
22225,920-010478,Teclado español -wireless -doble conectividad (bluetooth o receptor Logi Bolt) (no incluidos) -retroiluminacion led inteligente -c/cable usb type C -easy switch -rose -Logitech MX Keys Mini (920-010478),Teclados Bluetooth/Inalambricos,Logitech,Si,73.43,4,88.12,14.69,20.0
23805,NM-KB380-W,Teclado español bluetooth 3.0/5.0 + wireless 2.4ghz multidispositivo -white -Netmak (NM-KB380-W),Teclados Bluetooth/Inalambricos,Netmak,Si,14.80,3,20.72,5.92,40.0
23210,NM-KB650-W,Teclado español bluetooth 5.0 + wireless 2.4ghz -recargable -white -Netmak (NM-KB650-W),Teclados Bluetooth/Inalambricos,Netmak,Si,16.37,3,22.92,6.55,40.0
23776,NKB-Q30,Teclado español compacto -wireless 2.4Ghz -usb -bluetooth -soporte multitarea -bat 1x AAA (no incluida) -pink -Noganet (NKB-Q30),Teclados Bluetooth/Inalambricos,Noganet,Si,14.91,3,20.87,5.96,40.0
23566,920-010846,Teclado español mecanico -compacto -wireless -bt -usb -multidispositivo -retroiluminado -bat. recargable 1500mAh -ergonómico -graphite -Logitech MX Mechanical Mini (920-010846),Teclados Bluetooth/Inalambricos,Logitech,Si,128.62,4,154.34,25.72,20.0
18702,FSPRO-RGB-GS-510,Teclado español mecanico -gamer -usb -multimedia -retroiluminacion LED rainbow -cobertura metalica -switches Outemu Red -black -Sentey GS-510 (FSPRO-RGB-GS-510),Teclados C/Cable,Sentey,Si,20.94,3,29.32,8.38,40.0
18703,FSPRO-RGB-GS-530,Teclado español mecanico -gamer -usb -multimedia -retroiluminacion LED rainbow -cobertura metalica -switches Outemu rojos -black -Sentey (FSPRO-RGB-GS-530),Teclados C/Cable,Sentey,Si,24.87,3,34.82,9.95,40.0
23563,920-010845,Teclado español mecanico -wireless -bt -usb -multidispositivo -retroiluminado -táctil -bat. recargable -graphite -Logitech MX Mechanical (920-010845),Teclados Bluetooth/Inalambricos,Logitech,Si,128.73,4,154.48,25.75,20.0
23806,NM-LEGEND,Teclado español mecánico 100% -gamer -usb -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 9 modos -black -Netmak (NM-LEGEND),Teclados C/Cable,Netmak,Si,23.17,3,32.44,9.27,40.0
23589,NM-ALLIANCE,Teclado español mecánico 100% -gamer -usb 1.5m -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 9 modos -black -Netmak (NM-ALLIANCE),Teclados C/Cable,Netmak,Si,27.59,3,38.63,11.04,40.0
23351,NM-DOMINATE,Teclado español mecánico 60% -gamer -usb -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 9 modos -black -Netmak (NM-DOMINATE),Teclados C/Cable,Netmak,Si,25.65,3,35.91,10.26,40.0
23352,NM-DOMINATE-W,Teclado español mecánico 60% -gamer -usb -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 9 modos -white -Netmak (NM-DOMINATE),Teclados C/Cable,Netmak,Si,25.65,3,35.91,10.26,40.0
24627,NM-ABILITY,"Teclado español mecánico 75% -gamer -usb desmontable -cable 1,5mts -Anti-ghosting 21 Teclas -retroiluminacion LED 17 modos -black -Netmak (NM-ABILITY)",Teclados C/Cable,Netmak,Si,24.53,3,34.34,9.81,40.0
23361,NM-SKILL,Teclado español mecánico 80% -gamer -usb -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 8 modos -black -Netmak (NM-SKILL),Teclados C/Cable,Netmak,Si,23.26,3,32.56,9.30,40.0
23359,NM-SKILL-W,Teclado español mecánico 80% -gamer -usb -multimedia -Anti-ghosting 26 Teclas -retroiluminacion LED 8 modos -white -Netmak (NM-SKILL-W),Teclados C/Cable,Netmak,Si,23.26,3,32.56,9.30,40.0
24438,TECLA007,Teclado español wireless -compacto -bluetooth -soporte multitarea -bat. recargable microUSB -black/green -Gadnic T7g (TECLA007),Teclados Bluetooth/Inalambricos,Gadnic,Si,21.59,3,30.23,8.64,40.0
24119,70738,Teclado español wireless 2.4ghz -1 pila AAA -black -Verbatim Slim Wireless (70738),Teclados Bluetooth/Inalambricos,Verbatim,Si,11.33,2,18.81,7.48,66.0
20529,NM-KB250,Teclado numerico -usb -4 teclas multimedia -cable 80cm -black -Netmak (NM-KB250),Teclados C/Cable,Netmak,Si,3.38,1,6.76,3.38,100.0
23238,31300016400,Teclado numerico -usb -slim -keycap -altura ajustable -tecla doble 0 -black -Genius NumPad 110 (31300016400),Teclados C/Cable,Genius,Si,6.50,2,10.79,4.29,66.0
24541,31300019401,Teclado numerico -usb type-c -c/reposamuñeca -accesos directos -silencioso -black -Genius NumPad 125 (31300019401),Teclados C/Cable,Genius,Si,6.81,2,11.30,4.49,66.0
23604,NM-KB910,Teclado y multitouchpad -wireless -usb -ultraslim -black -Netmak (NM-KB910),Teclados Bluetooth/Inalambricos,Netmak,Si,13.34,2,22.14,8.80,66.0
24569,TENDER01,Tender Ropa Vertical -plegable -3 niveles + 2 alas laterales -4 ruedas giratorias -interior -Gadnic (TENDER01),Bazar y Hogar,Gadnic,Si,35.11,4,42.13,7.02,20.0
24563,TENDER03,Tender Ropa de Pared -extensible y retractil -12 mts -interior/exterior -Gadnic Ext12 (TENDER03),Bazar y Hogar,Gadnic,Si,7.27,2,12.07,4.80,66.0
23190,DOMO-52,Termostato Inteligente WiFi e IR P/Aire Acondicionado -compatible iOS/Android/Amazon Alexa/Google Home -white -Demasled (DOMO-52),Accesorios y Gadgets Geeks,Demasled,Si,32.77,4,39.32,6.55,20.0
12666,NM-R05,Tester de red para utp -Netmak (NM-R05),Conectividad Herramientas,Netmak,Si,4.72,1,9.44,4.72,100.0
8243,DT-830D,Tester digital -c/buzzer -Noganet (DT-830D),Herramientas,Noganet,Si,3.33,1,6.66,3.33,100.0
8241,DT-838,Tester digital -c/buzzer -c/hold -sensor de temperatura -Noganet (DT-838),Herramientas,Noganet,Si,7.41,2,12.30,4.89,66.0
22668,NM-838,Tester digital -c/buzzer -c/hold -sensor de temperatura -black/orange -Netmak (NM-838),Herramientas,Netmak,Si,8.97,2,14.89,5.92,66.0
22669,NM-890G,Tester digital -c/buzzer -medidor de temperatura -black/orange -Netmak (NM-890G),Herramientas,Netmak,Si,13.43,2,22.29,8.86,66.0
8240,M890G,Tester digital -c/buzzer -sensor de temperatura -black/yellow -Noganet (M890G),Herramientas,Noganet,Si,12.70,2,21.08,8.38,66.0
23481,DOMO-56,"Timbre Smart -wifi 2,4G -cámara de video 480p -audio bidireccional c/mic -bat. 800mAH -vision nocturna -app smartlife -Demasled (DOMO-56)",Accesorios y Gadgets Geeks,Demasled,Si,21.99,3,30.79,8.80,40.0
24470,CS-HP4-R100-6E2WPFBS,Timbre Smart c/mirilla digital y monitor -camara de video 1080p 2mp H265 -vista 155grad. -vision nocturna -c/microfono -bat. recargable 460mAH -microSD 512Gb (no incluida) -black -Ezviz by Hikvision HP4 (CS-HP4-R100-6EWPFB2S),Seguridad Video IP Camaras y Nvr,Ezviz by Hikvision,Si,98.32,4,117.98,19.66,20.0
18311,DTI-1T/1R.BN-BP1,Timbre inalambrico -1 receptor + 1 transmisor -100mts de alcance -4 acordes+36 tonos -white/black -Pro1 (DTI-1T/1R.BN-BP1),Accesorios,Pro1,Si,10.02,2,16.63,6.61,66.0
18312,DTI-1T/1R.G-BP1,Timbre inalambrico -1 receptor + 1 transmisor -100mts de alcance -4 acordes+36 tonos -white/silver -Pro1 (DTI-1T/1R.G-BP1),Accesorios,Pro1,Si,10.02,2,16.63,6.61,66.0
11529,T664120,Tinta p/Epson L110/L200/L210/L350/L355/L555 -70ml -black -Epson (T664120),Tintas Originales Para Recarga,Epson,Si,15.10,3,21.14,6.04,40.0
11531,T664220,Tinta p/Epson L110/L200/L210/L350/L355/L555 -70ml -cyan -Epson (T664220),Tintas Originales Para Recarga,Epson,Si,14.62,3,20.47,5.85,40.0
11530,T664320,Tinta p/Epson L110/L200/L210/L350/L355/L555 -70ml -magenta -Epson (T664320),Tintas Originales Para Recarga,Epson,Si,14.62,3,20.47,5.85,40.0
11532,T664420,Tinta p/Epson L110/L200/L210/L350/L355/L555 -70ml -yellow -Epson (T664420),Tintas Originales Para Recarga,Epson,Si,15.52,3,21.73,6.21,40.0
18681,GN-EPT544B,Tinta p/Epson L1110/3110/3150/5190 -70ml -black -Gneiss T544 (GN-EPT544B),Tinta Alternativa Para Recarga,Gneiss,Si,1.46,1,2.92,1.46,100.0
18682,GN-EPT544C,Tinta p/Epson L1110/3110/3150/5190 -70ml -cyan -Gneiss T544 (GN-EPT544C),Tinta Alternativa Para Recarga,Gneiss,Si,1.50,1,3.00,1.50,100.0
18683,GN-EPT544M,Tinta p/Epson L1110/3110/3150/5190 -70ml -magenta -Gneiss T544 (GN-EPT544M),Tinta Alternativa Para Recarga,Gneiss,Si,1.48,1,2.96,1.48,100.0
18684,GN-EPT544Y,Tinta p/Epson L1110/3110/3150/5190 -70ml -yellow -Gneiss T544 (GN-EPT544Y),Tinta Alternativa Para Recarga,Gneiss,Si,1.49,1,2.98,1.49,100.0
15164,GN-EPT664B,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -black -Gneiss (GN-EPT664B),Tinta Alternativa Para Recarga,Gneiss,Si,1.14,1,2.28,1.14,100.0
15165,GN-EPT664C,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -cyan -Gneiss (GN-EPT664C),Tinta Alternativa Para Recarga,Gneiss,Si,1.13,1,2.26,1.13,100.0
15168,GN-EPT664LC,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -light cyan -Gneiss (GN-EPT664LC),Tinta Alternativa Para Recarga,Gneiss,Si,1.09,1,2.18,1.09,100.0
15169,GN-EPT664LM,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -light magenta -Gneiss (GN-EPT664LM),Tinta Alternativa Para Recarga,Gneiss,Si,1.09,1,2.18,1.09,100.0
15166,GN-EPT664M,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -magenta -Gneiss (GN-EPT664M),Tinta Alternativa Para Recarga,Gneiss,Si,1.14,1,2.28,1.14,100.0
15167,GN-EPT664Y,Tinta p/Epson L200/L210/L220/L355/L365/L375/L380/L395/L455/L475/L495/L555/L565/L575 -70ml -yellow -Gneiss (GN-EPT664Y),Tinta Alternativa Para Recarga,Gneiss,Si,1.17,1,2.34,1.17,100.0
19767,T544120,Tinta p/Epson L3150/L3110/L5190/5190/3150/3110 -65ml -black -Epson T544 (T544120),Tintas Originales Para Recarga,Epson,Si,15.75,3,22.05,6.30,40.0
